ticker,fecha_deteccion,veredicto,razon,retorno_12m,exceso_12m,exceso_24m
MARA,2023-02-11,NADA_INTERESANTE,"Volatilidad extrema de ingresos y márgenes (desde -216% a +80%), exposición catastrófica a Compute North ($39M impairment + $42M en riesgo), deterioro acelerado (reducción de vida útil de equipos de 36 a 24 meses), y compra del CEO por solo $19.1K mientras otros directivos compran—patrón inconsistente con convicción gerencial genuina ante fundamentals caóticos.",2.7784011362768477,2.686447543580023,1.132284693082297
FBIO,2023-04-11,NADA_INTERESANTE,"Directivos compran masivamente mientras ingresos desaceleran (-13% T-1 a T-0), márgenes se erosionan (67%→56%), flujo operativo es negativo crónico (-$21.7M, -$46.9M), y el MD&A evita explicar estos deterioros, enfocándose solo en pipeline de largo plazo; las compras parecen apuestas a catalizadores futuros no demostrados en datos presentes.",-0.8506329178103381,-0.9496736877802575,-0.944974031277351
EPSN,2023-07-25,NADA_INTERESANTE,"Caída de ingresos 31% YoY ($13.6M a $9.4M en T-1), velocidad de deceleración acelerando (T-2: $21.2M → T-1: $9.4M → T-0: $6.5M), precios de gas naturales bajaron 43% YoY, márgenes comprimidos, y Adjusted EBITDA se desplomó 39% ($9.3M a $5.6M); las compras insider ocurren en contexto de deterioro fundamental claro, no de señal de recuperación.",-0.05554298657822432,-0.20286452147188505,-0.009998447291455825
EMBC,2023-10-09,NADA_INTERESANTE,"Directivos compran en contexto de deterioro claro: ingresos estancados/cayendo (-1.7% YoY), márgenes brutos comprimidos (66% vs 70% hace 2 trimestres), gastos operativos disparados (R&D +58% QoQ, otros gastos +263% QoQ), y flujo operativo sin reportes recientes. El MD&A es un catálogo de vientos en contra (commoditización, competencia, cambios en práctica clínica con GLP-1s, presión de precios) sin catalizadores visibles. Las compras insider parecen defensivas o desinformadas, no convictivas.",-0.10791319104905628,-0.41325945706201384,-0.526445605636449
INBS,2023-10-30,INTERESANTE,"Crecimiento de ingresos acelerado (T-7 a T-0: $0M→$0.8M) pero márgenes volátiles (68%→7%→29%), caja operativa crónicamente negativa (-$1.3M en T-0), compras directivas pequeñas (~$284k) que podrían ser señal de convicción en catalizadores regulatorios (FDA 513g, IFP Acquisition, SGB development) pero fundamentals insuficientes para justificar confianza sin volatilidad resuelta.",-0.4503546247995086,-0.7678955088886005,-1.161469131132274
AMPY,2023-11-11,NADA_INTERESANTE,"Caída de ingresos del 32% en últimas dos trimestres (de $121.8M a $76.8M), pérdida neta en T-0 (-$13.4M vs +$47.2M año anterior), y compras directivas de bajo monto ($211k total) en contexto de caída de precios de commodities sin catalizador visible que justifique recuperación.",0.07305199630667936,-0.21690753205088886,-0.4696266434398607
ATNI,2024-01-19,INTERESANTE,"Crecimiento revenue moderado pero acelerado (123.9M→178M en 7 trimestres), cash flow operativo positivo documentado, pero márgenes no explícitos y compras insider ($707k) pequeñas respecto a capitalización implícita; catalizadores reales (Verizon $200M contrato, FirstNet $80-85M, Sacred Wind adquisición) sugieren optimismo directivo, pero texto MD&A genérico sin guidance forward ni rentabilidad explícita genera escepticismo.",-0.5605837342129647,-0.7412155156500113,-0.7169253039877501
XELB,2024-05-14,NADA_INTERESANTE,"Caída de ingresos del 51% en T-1 a T0 ($2.6M → $2.2M), márgenes volátiles (91% → 100% sin correlación con rentabilidad), flujo operativo negativo sostenido (-$2.6M en T0), pérdida neta creciente ($4.0M → $5.1M), y cifras de Adjusted EBITDA negativas (-$1.4M) indican restructuración fallida sin catalizador visible; las compras de insiders ($211K) parecen apuestas de confianza personal en una turnaround no acreditada por datos.",-0.6279958936335545,-0.6145559968385118,-1.039873489572873
CORZ,2024-05-14,NADA_INTERESANTE,"Empresa en capítulo 11 con volatilidad extrema de márgenes (-17% a 52%), flujos operativos erráticos, pérdidas netas de $1.7B en 9 meses, y compras de insiders que coinciden con un plan de reorganización en negociación: señal de apuesta especulativa sobre restructuring, no de confianza en fundamentales operacionales.",1.6683167907820295,1.6817566875770722,4.75733000862235
SHEN,2024-07-06,INTERESANTE,"Directivos compran agresivamente ($900k+ en 60 días) tras venta de torre por $305.8M, pero los fundamentals de operaciones continuas se deterioran: pérdida operativa de $2.8M vs ganancia de $0.3M YoY, márgenes operativos caen de +0.5% a -4.0%, y gastos SG&A suben 9.3% — la compra podría reflejar confianza en turnaround post-desinversión o estar desconectada de realidad operativa actual.",-0.19194071735138796,-0.22438234409164381,-0.6813772770827229
LUCY,2024-10-18,NADA_INTERESANTE,"Compras masivas de insiders ($13.8M) en empresa con ingresos de $0.4M en T-0, márgenes brutales de 2%, caja operativa de -$1.5M, y sin aceleración de crecimiento ni mejora de fundamentales visibles; el MD&A está vacío de contenido real. Patrón sospechoso: números repetidos exactamente en compras sugiere potencial coordinación artificial.",-0.6832191822765512,-0.8351146361988431,
SONO,2025-08-11,NADA_INTERESANTE,"Compras masivas de insiders ($57.7M en 60 días) chocan con desaceleración de ingresos trimestral, márgenes sin tendencia clara, pérdida neta en T-0, y MD&A enfocado en reestructuración (18% reducción de workforce) y riesgos macroeconómicos sin catalizador visible que justifique tanta confianza gerencial.",,,
NRGV,2025-10-10,NADA_INTERESANTE,"Revenue extremadamente volátil sin patrón de crecimiento sostenido (T-7 a T-0: $1M → $1.7M → $11.4M → $3.8M → $1.2M → $8.5M → $8.5M → $33.3M), márgenes brutos erráticos (4% a 57%), cash flow operativo catastrófico ($-70.8M en T-5, $-2.7M en T-2), y el MD&A enfatiza riesgos existenciales (aranceles 155.9% sobre productos clave, incertidumbre regulatoria, imposibilidad de sourcing no-China económicamente viable) que contradicen cualquier justificación fundamental para compras insiders en masa.",,,
