ticker,fecha_deteccion,veredicto,razon,retorno_12m,exceso_12m,exceso_24m
WTRE,2019-07-01,INTERESANTE,"Compras masivas de directivos ($1.34M) coinciden con mejora de caja operativa (T-0: +$70.3M vs T-3: +$30.2M) y ROE anualizado que se duplicó (20.8% vs 5.4%), pero estos ganancias son lideradas por inversiones (net investment income +198%), no por underwriting (combined ratio deterioró de 101.0% a 104.1%), generando incertidumbre sobre sostenibilidad.",-0.17151024749966648,-0.09253795936066478,-0.5351209753178524
ASIX,2020-01-25,NADA_INTERESANTE,"Compras de insiders en contexto de deterioro evidente: ingresos volátiles sin tendencia clara, márgenes colapsando (15%→5% en últimos trimestres), caja operativa no reportada en trimestres recientes, y MD&A repleto de riesgos operacionales (cierres de plantas, investigaciones criminales resueltas, disrupciones de producción, anti-dumping) sin catalizadores positivos identificables que justifiquen la compra de acciones.",0.11974757772385658,-0.16469311647325902,0.947002043023152
MNPR,2020-02-16,NADA_INTERESANTE,"Empresa en fase clínica sin ingresos, quemando ~$2.3M/trimestre con caja que se agota en ~2 años; compras de insiders ($8.5M agregadas) desproporcionadas respecto al tamaño de equity ($4.6M) sugieren posible manipulación o confianza ingenua, no señal de valor.",-0.1972386558090502,-0.5973708057747891,-0.9061032638421624
R,2020-04-24,NADA_INTERESANTE,"Directivos compraron acciones mientras los earnings caían 83% YoY (Q3: -$91.5M vs +$90.8M), márgenes se desplomaban (lease 8% vs 28%), y la caída se atribuye a cambios contables de residual values sin catalizador de recuperación visible en el texto.",1.4048450852598622,0.5857248096089092,0.6574802189739031
AX,2020-05-09,NADA_INTERESANTE,"Crecimiento de ingresos errático y deceleración reciente (T-2: $8.2M → T-0: $8.4M) sin aceleración visible, márgenes operativos comprimidos, y compras de insiders de volumen modesto ($400K total) inconsistentes con fundamentales de crecimiento o mejora de caja operativa.",1.2118039369091567,0.5255867569175181,0.3123039797617504
ALXO,2020-09-19,NADA_INTERESANTE,"Empresa en etapa clínica sin ingresos por ventas, con colapso de revenue (1.3M → 0.5M), caja operativa negativa de -9.0M, pérdidas netas crecientes, y compras masivas de insiders ($163M agregado) que parecen desconectadas de deterioro operacional acelerado, no de catalizadores fundamentales claros.",0.8848669094468709,0.3838420851998985,-0.8769267136323449
ABSI,2021-09-24,NADA_INTERESANTE,"Compras masivas ($85.6M de dos insiders + otros $30.2M) en una empresa pre-comercial sin ingresos significativos ($0.7M trim), quemando $41M trimestral, sin licencias firmadas aún, y con caja que durará ~2-3 trimestres más: parecen apuestas especulativas post-IPO antes que convicción en fundamentals que justifiquen la valuación.",-0.7479871098861626,-0.4994831969422455,-0.7118483928259072
UTRS,2021-12-25,NADA_INTERESANTE,"Crecimiento errático sin aceleración (T-3→T-2: -4%, T-2→T-1: +19%, T-1→T-0: -11%), márgenes volátiles sin tendencia clara, flujo operativo negativo en T-2, y MD&A ilegible que no revela catalizadores. Las compras directivas (~$145M) parecen desproporcionadas respecto a ingresos trimestrales (~$12-14M) y carecen de justificación fundamental visible.",-0.955409180925843,-0.7404330948321984,-0.9054482203687702
MRAI,2022-02-12,NADA_INTERESANTE,"Crecimiento de ingresos desacelerado (T-1 a T-0: +37%), márgenes operativos severamente negativos (pérdida operativa ~$10.1M en 9M), gastos G&A y S&M explosivos post-adquisición (379% y 10,895% YoY), y compras de insiders modestas ($227,833 total) en empresa pre-rentable post-IPO con tecnología apenas integrada—señala especulación más que confianza fundamental.",-0.5507246197367514,-0.546977230799079,-0.8939188300445126
NYC,2022-03-20,NADA_INTERESANTE,"Colapso de ingresos (revenue cae de $18.6M a $0.3M en T-1 a T-0), sin catalizadores operativos claros en MD&A salvo menciones vagas de 'retorno a normalidad', y compras de insiders pueden ser oportunistas en precio deprimido post-crash de ingresos; el texto enfatiza pandemia, incumplimientos de arrendatarios, violaciones de convenios hipotecarios y reservas masivas de incobrables.",-0.3623075314243466,-0.2183881035223052,-0.5152408803262875
STC,2022-05-14,INTERESANTE,"Crecimiento de ingresos desacelerando (T-5 a T-0: de +16% a +2%), márgenes comprimidos en segment principal (11.4% vs 12.2% YoY), pero directivos compran agresivamente en contexto de headwinds macroeconómicos (refinancing -37%, tasas subiendo); compra podría ser contraria o basada en visibilidad no pública sobre stabilization próxima.",-0.18604852149907014,-0.19028134170603872,0.04945490178615031
TUSK,2022-08-07,INTERESANTE,"Crecimiento acelerado (T-2→T-1: +21%, T-1→T-0: +56%) con márgenes normalizándose (+23% en T-0) y catalizadores infraestructurales reales (Infrastructure Investment and Jobs Act), pero contrapesados por riesgos materiales no resueltos: $227M en cuentas por cobrar a PREPA en quiebra, litigio criminal pendiente de sentencia en octubre, e investigación DOJ abierta que podrían impactar la viabilidad de activos clave.",0.14358972540660453,0.17986566504426948,-0.08876170478712231
BOOT,2022-10-04,NADA_INTERESANTE,"Crecimiento decelerado (T-1: $365.9M → T-0: $351.5M = -4.0%), márgenes estancados (38% → 37%), flujo operativo negativo (-$25.8M), y MD&A ilegible impide validar catalizadores. Las compras de insiders ($536.1M combinados) carecen de justificación fundamental clara.",0.437976947177916,0.3739662971134259,1.5079925041544981
WEST,2022-10-29,NADA_INTERESANTE,"Compras de insiders en contexto de de-SPAC reciente con pérdidas netas crecientes (-$10.5M a -$12.2M en 6M), Adjusted EBITDA decreciente year-over-year (21.5% caída en 6M: $24.7M → $19.5M), margen bruto apenas mejorando (+1pp trimestral) sin catalizador operativo claro en MD&A, y liquidez recientemente capturada ($230.9M PIPE + refinanciamiento) sugieren timing oportunista post-merger más que convicción operativa.",-0.24641577397850023,-0.23397589269493224,-0.6437880997689792
LAKE,2022-11-11,NADA_INTERESANTE,"Crecimiento de ventas desacelerando (2.5% vs 2.5% anterior implícito en $28.2M vs $27.5M), márgenes brutos colapsando 5.5 puntos porcentuales (de 46.8% a 41.3%), y el MD&A detalla presiones estructurales (costos de transporte, inflación salarial, mezcla de productos desfavorable) sin catalizadores claros de recuperación, lo que hace que las compras insider parezcan contrarias a los fundamentales deteriorados.",0.09369144486888836,0.10785724906318372,0.24907124193856833
KRT,2023-01-13,INTERESANTE,"Márgenes y cash flow operativo mejoran significativamente (210 bps, +51% net income, $20.2M cash ops) con crecimiento revenue moderado (7.1%), pero el MD&A revela múltiples riesgos estructurales (freight costs +70 bps, tariffs, inflación, disrupciones supply chain) que podrían erosionar ganancias futuras; las compras insider son sustanciales ($1.12M agregado) pero el timing post-mejora trimestral y el énfasis en riesgos incontrolables sugieren confianza limitada en sustentabilidad.",0.6437970025328417,0.588363873712201,0.9181652755125298
TMCI,2023-01-16,INTERESANTE,"Crecimiento fuerte de kits (44% YoY) y cirujanos activos (39% YoY) con márgenes brutos estables (82%), pero texto cargado de riesgos macro (inflación, COVID, demanda electiva) y la empresa aún opera con pérdidas; compras de insiders ($664k) son moderadas y podrían reflejar confianza post-IPO, pero no hay catalizadores evidentes que justifiquen apuesta agresiva.",-0.5055449141952035,-0.5672548798874475,-0.890747690213046
MARA,2023-02-11,NADA_INTERESANTE,"Revenue creció 123% (T-1 a T-0) pero el MD&A revela impairments de $39M (Compute North), depreciación acelerada, salida operativa costosa (Hardin), y $25M en litigios legales; los directivos compran en medio de turbulencia operativa severa, no de momentum claro.",2.7784011362768477,2.686447358193626,1.132284567791471
FBIO,2023-04-11,NADA_INTERESANTE,"Revenue cayó 13% trimestre a trimestre (T-1: $18.9M → T-0: $16.5M), márgenes se contrajeron 400pb, y el MD&A revela disputas legales (CMO), retrasos regulatorios (Complete Response Letter en IV Tramadol, rondas de financiamiento previstas) y dependencia de subsidiarias no rentables; las compras masivas ($3.3M del CEO/CFO) parecen apuestas especulativas a catalizadores futuros inciertos, no reflejos de fundamentales sólidos.",-0.8506329178103381,-0.9496736789610757,-0.9449738465881697
OUST,2023-07-15,NADA_INTERESANTE,"Directivos compran con entusiasmo mientras márgenes brutos colapsan a 1%, caja operativa es catastrófica (-$53M en T-1), y el texto revela ciclos de comercialización de 6-7 años sin claridad sobre cuándo se monetiza; la compra parece especulativa sobre un turnaround no demostrado.",1.424870475708894,1.2972231272417383,3.8992142003324624
PRAA,2023-07-16,NADA_INTERESANTE,"Directivos compran cuando revenue es volátil (T-7: $6.4M → T-2: $1.8M → T-0: $6.1M), márgenes operativos se desploman (29.9% a -21.7%), pérdida neta de $58.6M, cash collections caen 14.5% YoY, y el MD&A advierte presión en colecciones por entorno económico débil sin catalizador visible que justifique confianza.",-0.0377906914574464,-0.1833796353577506,-0.5194671366023089
MLKN,2023-09-15,NADA_INTERESANTE,"La empresa muestra contracción de ingresos acelerada (3 trimestres de caída: -1%, -8%, -7%), el texto MD&A es puro ruido XBRL sin narrativa legible, y aunque el margen mejora puntualmente en T-0, el flujo operativo positivo aislado no compensa una tendencia de deterioro estructural que no justifica compras significativas de insiders.",0.2083100470424213,-0.0630925679165788,-0.34640540409685916
EMBC,2023-10-09,NADA_INTERESANTE,"Ingresos en declive (-1.7% QoQ, -1.9% YTD), márgenes brutos comprimidos (70%→66% en 4 trimestres), gastos operativos en alza (+4.5% a +263.6% según línea), y MD&A saturado de headwinds estructurales (commoditización, competencia, presión de precios, cambios en práctica clínica con GLP-1s); las compras directivas no están justificadas por catalizadores visibles o mejora de fundamentales.",-0.10791337194620443,-0.413259428312283,-0.5264456644937977
CDIO,2023-10-23,NADA_INTERESANTE,"Cero ingresos en 4 trimestres consecutivos, quema de caja de $1.6M, pérdidas netas aceleradas ($4M en Q2), SPAC colapsado (99.5% redemption), deuda de $435K pendiente, y compras de insiders de montos triviales ($57-$10.7K) que sugieren confianza simbólica sin conviction real en una empresa pre-comercial con fundamentals inexistentes.",0.21596246373630956,-0.1604363332729406,-0.9065846941702304
INBS,2023-10-30,INTERESANTE,"Crecimiento de ingresos acelerado (T-3→T-0: 167%) pero márgenes brutos volátiles (68%→7%→29%) y flujo operativo negativo persistente (-$1.9M, -$1.3M) generan duda sobre sostenibilidad; compras directivas coinciden con fundraising reciente ($2.55M marzo) y FDA 513(g) submission (catalizador regulatorio potencial en US), pero insuficientes para justificar el timing sin más contexto sobre québurn rate o runway de caja.",-0.4503546247995086,-0.7678957205129201,-1.1614692638403499
AMPY,2023-11-11,NADA_INTERESANTE,"Caída de ingresos (T-4 a T-0: -37% YoY), márgenes sin mejora estructural, y compras de insiders coinciden con declive de precios de commodities sin catalizador visible que justifique la operación de compra; el MD&A evidencia presión por caída de precios de petróleo/gas, no fortaleza operativa.",0.07305199630667936,-0.21690744431129527,-0.4696265557002669
LXFR,2023-12-30,NADA_INTERESANTE,"Deterioro acelerado de márgenes (23%→15% en 4 trimestres), caída de ingresos en Q0, pérdida neta en Q más reciente, flujo operativo negativo documentado, y compras de insiders ocurren justo cuando los fundamentales colapsan—patrón inconsistente con convicción real en turnaround.",0.5275186417410898,0.37329671365322037,0.3655755081368297
ATNI,2024-01-19,INTERESANTE,"Crecimiento de ingresos desacelerando (2.8% → 1.0% → 0.5%), pero compras de insiders coinciden con dos catalizadores contractuales material: acuerdo Verizon ~$200M sobre 7 años y FirstNet ~$80-85M, que generarán flujo de caja recurrente sin impacto significativo en EBITDA según MD&A, lo que sugiere que directivos ven valor latente no reflejado en trimestrales actuales.",-0.5605837057716997,-0.7412152838770453,-0.7169249722253965
CORZ,2024-05-14,NADA_INTERESANTE,"Empresa en Chapter 11 con volatilidad revenue extrema (-31% T-5 a T-1, rebote +59% en T-0), márgenes erráticos (-17% a 43%), pérdidas operativas de $1.5B en 9M, y compras de insiders ocurren post-colapso durante reorganización: señales de apuesta especulativa en reestructuración, no de confianza en fundamentales subyacentes.",1.6683167907820295,1.6817567616242894,4.7573301126675
ETST,2024-06-16,MUY_INTERESANTE,"Crecimiento acelerado (0→1.9M→3.8M), márgenes estables (61-63%), transición post-adquisición de dos subsidiarias operativas (RxCompound+Peaks) con licencias multi-estado y compras insider masivas ($280K+) sugieren confianza en expansión de volumen, aunque el balance muestra goodwill inflado ($2.1M) y G&A cuenta management anómala (85% de gastos) que requiere verificación.",-0.27272728504228205,-0.3371960368731114,-0.7739444104157768
SHEN,2024-07-06,NADA_INTERESANTE,"Los directivos compran mientras los fundamentales se deterioran: crecimiento decelerando (3.1% YoY en T0), operaciones pasando de +$48.3M a +$15.2M en caja, margen operativo colapsando de +0.5% a -4.0%, y pérdida en operaciones continuas de $4.1M; las compras parecen retroactivas a una venta de torres de $309.9M (evento no operativo que inflaba balance) y no reflejan confianza en el negocio principal.",-0.19194071735138796,-0.2243821981680808,-0.6813771779371842
GNLX,2024-07-28,NADA_INTERESANTE,"Caída de revenue de $11M a $0.2M a $0M con quema de caja de $4.4-4.6M trimestral, sin catalizadores clínicos claros ni justificación para compras insider en una biotech pre-revenue con déficit acumulado de $229M y dependencia de financiación.",1.1666666544023365,1.067539674051776,0.28548978712968487
SOAR,2024-08-05,NADA_INTERESANTE,"Directivos compran en mercado abierto con montos risibles ($13k combinados) mientras la empresa quema $7.7M/trim en caja, márgenes se deterioran (de -11% a -8%), revenue colapsa a $0M en T-0, y pérdidas netas se duplican ($17.4M vs $7.5M YoY) sin catalizador operacional visible más allá de promesas de entregas futuras de aviones.",-0.8841666996275037,-1.0054005352418436,-1.4561088617636457
LUCY,2024-10-18,NADA_INTERESANTE,"Compras masivas de insiders ($15.2M agregado) contrastan con ingresos microscópicos ($0.1-0.4M trimestral), márgenes caóticos (-18% a +36%), quema de caja sostenida (-$1.4-1.5M) y ausencia de catalizadores operacionales claros en el MD&A proporcionado; patrón consistente con manipulación de precio o desespero de financiamiento, no con confianza fundamental.",-0.6832191822765512,-0.8351146361988431,
VEEE,2024-11-10,NADA_INTERESANTE,"Caída de ingresos 47% YoY, márgenes brutos colapsados de 40% a 5%, flujo operativo negativo, y directivos comprando en mercado abierto mientras cierran la división de botes eléctricos y negocian una fusión de supervivencia—sin catalización visible de recuperación.",-0.5844444297813438,-0.6122145385940583,
UMAC,2024-12-29,NADA_INTERESANTE,"Compras de insiders en empresa recién adquirida con pérdidas operativas masivas ($2.1M en Q3), margen bruto débil (26-28%), caja operativa fuertemente negativa (-$1.2M en T-0), y MD&A que anticipa impairment material en goodwill; las compras parecen movidas por dilución post-IPO antes que por confianza en fundamentales.",-0.05832315539909472,-0.1966278070764268,
CVGI,2025-01-06,NADA_INTERESANTE,"Deterioro fundamental claro: revenue cayó 26% en últimos 2 trimestres (T-2: $262.2M → T-0: $194.6M), flujo operativo se tornó negativo (-$2.4M en T-0), y los directivos compraron solo $389.9M en agregado durante una caída estructural, sin catalizadores evidentes en un MD&A que es puro ruido XML sin narrativa legible.",-0.1497584312932343,-0.366278912684745,
SONO,2025-08-11,NADA_INTERESANTE,"Crecimiento de ingresos errático y decelerado (T-6: $672.6M → T-0: $344.8M trimestral), márgenes estancados en 42-46%, cash flow positivo pero no creciente, y compras masivas de directivos ($56.7M) ocurren tras restructurings del 6-12%, incertidumbre macro y métricas de Adjusted EBITDA margin en contracción (12.3% a 10.3% YoY)—todo sugiere compras oportunistas en depresión, no convicción sobre fundamentales emergentes.",,,
NRGV,2025-10-10,NADA_INTERESANTE,"Inestabilidad radical de ingresos (T-6: $42.9M → T-0: $8.5M), márgenes volátiles, flujo de caja operativo consistentemente negativo, y MD&A dominado por riesgos (aranceles de 155.9%, incertidumbre regulatoria, retrasos de proyectos) sin catalizadores operacionales claros que justifiquen compras directivas por ~$589K en una empresa en fase de transición de modelo de negocio.",,,
ENOV,2025-10-12,INTERESANTE,"Crecimiento de ingresos fuerte pero desacelerando (T-1 a T-0: -2.7%), márgenes mejorando consistentemente (+400 bps en 8 trimestres), pero cash operativo volátil (T-2: -$36.2M) y MD&A dominado por riesgos de integración de Lima ($865.6M) sugiere compra insider prematura o convicción en sinergia no demostrada aún.",,,
BETA,2026-01-04,NADA_INTERESANTE,"Pérdida neta de $595.9M en 9M (vs $199.2M año anterior), operaciones quemando $256.7M en gastos vs $24.5M en ingresos, márgenes brutos sólidos (69-75%) pero completamente anulados por R&D/SG&A descontrolados; compras de insiders ($2B agregadas) ocurren post-IPO reciente pero sin catalizadores operacionales claros ni aceleración de crecimiento trimestral (revenue apenas $8.9M en T-0) que justifiquen la convicción mostrada.",,,
FRPH,2026-01-09,NADA_INTERESANTE,"Ingresos estancados (~$10M trimestral sin tendencia clara), solo 2 datapoints de flujo operativo (insuficientes para validar mejora), y el MD&A enfatiza desarrollos futuros sin catalizadores inmediatos; las compras insider parecen especulativas sobre potencial a largo plazo (minas con 'second lives', desarrollos en entitlement) más que respuesta a fundamentales presentes",,,
RPD,2026-01-19,INTERESANTE,"Crecimiento de ingresos consistente pero decelerando (3.0% Q-0 vs 5.7% promedio anterior), márgenes estables en 70-71%, caja operativa fuerte en T-2 ($31.1M) pero sin datos recientes; compra masiva de insiders ($3.8M agregado, 58% por Insider B) puede reflejar confianza en consolidación de plataforma SecOps y upside de IA mencionado en MD&A, pero falta contexto de valuación y visibilidad post-compra para justificar convicción.",,,
OFLX,2026-01-23,NADA_INTERESANTE,"Caída consistente de ingresos en últimos 7 trimestres (-23.6% desde T-7 a T-0), márgenes comprimidos a 60%, flujo operativo errático, y compras de directivos ($132k total) ocurren precisamente cuando los fundamentales se deterioran sin catalizador visible en el MD&A (documento ilegible/incompleto).",,,
